n_inventario,autore,titolo,casa_editrice,anno,isbn,generi,ripetuti,checked_isbn,isbn_type,authenticity,matched_title
A1348,Giampaolo Simi,Il comandante Oberdan,La Repubblica,2020,-,"Giallo, Thriller, Racconti",FALSE,884980489X,ISBN-10,found-isbn-by-title,
A1349,Maurizio De Giovanni,Un giorno di settembre a Natale,La Repubblica,2020,-,"Giallo, Thriller, Racconti",FALSE,9788838940149,ISBN-13,found-isbn-by-title,
A1608,F. Scott Fitzgerald,Il grande Gatzby,Einaudi,2014,9788806217489,"Narrativa, Romanzo, Classico",FALSE,9788811018384,ISBN-13,found-isbn-by-title,
A135,Werner Keller,La civiltà etrusca,Euroclub,1979,-,"Saggistica, Storia",FALSE,9788822005687,ISBN-13,found-isbn-by-title,
A1350,Carlo Lucarelli,A girl like you,La Repubblica,2020,-,"Giallo, Thriller, Racconti",FALSE,,invalid,not-found (No valid ISBN found in title results),
A1351-1,Antonio Tabucchi,Sostiene Pereira,Salone del Libro,2023,-,"Romanzo Storico, Narrativa",FALSE,9788858806227,ISBN-13,found-isbn-by-title,
A1351-10,Antonio Tabucchi,Sostiene Pereira,Salone del Libro,2023,-,"Romanzo Storico, Narrativa",FALSE,9788858806227,ISBN-13,found-isbn-by-title,
A1351-11,Antonio Tabucchi,Sostiene Pereira,Salone del Libro,2023,-,"Romanzo Storico, Narrativa",FALSE,9788858806227,ISBN-13,found-isbn-by-title,
A1351-12,Antonio Tabucchi,Sostiene Pereira,Salone del Libro,2023,-,"Romanzo Storico, Narrativa",FALSE,9788858806227,ISBN-13,found-isbn-by-title,
A1351-13,Antonio Tabucchi,Sostiene Pereira,Salone del Libro,2023,9788807881736,"Romanzo Storico, Narrativa",FALSE,9788858806227,ISBN-13,found-isbn-by-title,
A1351-14,Antonio Tabucchi,Sostiene Pereira,Salone del Libro,2023,9788807881736,"Romanzo Storico, Narrativa",FALSE,9788858806227,ISBN-13,found-isbn-by-title,
A1351-15,Antonio Tabucchi,Sostiene Pereira,Salone del Libro,2023,9788807881736,"Romanzo Storico, Narrativa",FALSE,9788858806227,ISBN-13,found-isbn-by-title,
A1351-16,Antonio Tabucchi,Sostiene Pereira,Salone del Libro,2023,9788807881736,"Romanzo Storico, Narrativa",FALSE,9788858806227,ISBN-13,found-isbn-by-title,
A1351-2,Antonio Tabucchi,Sostiene Pereira,Salone del Libro,2023,-,"Romanzo Storico, Narrativa",FALSE,9788858806227,ISBN-13,found-isbn-by-title,
A1351-3,Antonio Tabucchi,Sostiene Pereira,Salone del Libro,2023,-,"Romanzo Storico, Narrativa",FALSE,9788858806227,ISBN-13,found-isbn-by-title,
A1351-4,Antonio Tabucchi,Sostiene Pereira,Salone del Libro,2023,-,"Romanzo Storico, Narrativa",FALSE,9788858806227,ISBN-13,found-isbn-by-title,
A1351-5,Antonio Tabucchi,Sostiene Pereira,Salone del Libro,2023,-,"Romanzo Storico, Narrativa",FALSE,9788858806227,ISBN-13,found-isbn-by-title,
A1351-6,Antonio Tabucchi,Sostiene Pereira,Salone del Libro,2023,-,"Romanzo Storico, Narrativa",FALSE,9788858806227,ISBN-13,found-isbn-by-title,
A1351-7,Antonio Tabucchi,Sostiene Pereira,Salone del Libro,2023,-,"Romanzo Storico, Narrativa",FALSE,9788858806227,ISBN-13,found-isbn-by-title,
A1351-8,Antonio Tabucchi,Sostiene Pereira,Salone del Libro,2023,-,"Romanzo Storico, Narrativa",FALSE,9788858806227,ISBN-13,found-isbn-by-title,
A1351-9,Antonio Tabucchi,Sostiene Pereira,Salone del Libro,2023,-,"Romanzo Storico, Narrativa",FALSE,9788858806227,ISBN-13,found-isbn-by-title,
A1352,Alda Merini,L'altra verità,Rizzoli,1997,9788817112232,"Biografia, Memorie",FALSE,9791281033146,ISBN-13,found-isbn-by-title,
A1353,Giuseppe Ungaretti,Vita d'un uomo,Mondadori,2009,9788804583494,Poesia,FALSE,9788804583494,invalid,not-found (No valid ISBN found in title results),
A1354,David Grossman,Caduto fuori dal tempo,Mondadori,2011,9788804624464,"Narrativa, Romanzo",FALSE,9788852030659,ISBN-13,found-isbn-by-title,
A1355,Cesare Pavese,La luna e i falò,Einaudi,1950,9788806219353,"Narrativa, Classico",FALSE,9782390802648,ISBN-13,found-isbn-by-title,
A1356,Alessandro D'Avenia,L'arte di essere fragili,Mondadori,2016,9788804683935,"Saggistica, Letteratura",FALSE,9788852077418,ISBN-13,found-isbn-by-title,
A1357,Alessandro D'Avenia,"Bianca come il latte, rossa...",Mondadori,2010,9788804633534,"Ragazzi, Narrativa",FALSE,9788852012495,ISBN-13,found-isbn-by-title,
A1358,Alessandro D'Avenia,L'appello,Mondadori,2020,9788804734248,"Ragazzi, Narrativa",FALSE,9788835705758,ISBN-13,found-isbn-by-title,
A1359,Cristina Obber,Era solo un selfie,Piemme,2022,9788856683836,"Ragazzi, Attualità",FALSE,8856682087,ISBN-10,found-isbn-by-title,
A1359-1,Cristina Obber,Era solo un selfie,Piemme,2022,9788856683836,"Ragazzi, Attualità",FALSE,8856682087,ISBN-10,found-isbn-by-title,
A1652,Andrea Castelli,"Scusi, il teatro?",Curcu & Genovese,2010,9788896737156,"Biografia, Memorie, Teatro",FALSE,8896737214,ISBN-10,corrected-isbn-by-title,Vetro
A136,Ernest Hemingway,I racconti di Nick Adams,Mondadori,1976,9788804128503,"Narrativa, Racconti, Classico",FALSE,9788852068010,ISBN-13,found-isbn-by-title,
A1360,Virginie Grimaldi,Via dei colibrì,Fabbri Editori,2021,9788891585867,"Narrativa, Romanzo",FALSE,8891584029,ISBN-10,found-isbn-by-title,
A1361,Madeline Miller,Circe,Marsilio,2018,9788831784961,"Narrativa, Fantasy, Mitologia",FALSE,9788869822216,ISBN-13,found-isbn-by-title,
A1362,Luigi Garlando,"Vai all'inferno, Dante!",Rizzoli,2020,9788817144982,"Ragazzi, Narrativa",FALSE,8817144983,ISBN-10,found-isbn-by-title,
A1363,Henning Mankell,L'ultimo segreto del Fuoco,Salani,2013,9788862568288,"Ragazzi, Narrativa",FALSE,8867153153,ISBN-10,found-isbn-by-title,
A1364,Arthur Schnitzler,Doppio sogno,La Repubblica,2011,9788889145325,"Narrativa, Classico",FALSE,9788817127646,ISBN-13,found-isbn-by-title,
A1365,Derrien & Torregrossa,1984 (Graphic novel),Star Comics,2022,9788822628465,"Fumetti, Graphic Novel, Distopico",FALSE,9780358359920,ISBN-13,found-isbn-by-title,
A1366,Giuseppe Pederiali,I ragazzi di Villa Emma,Mondadori,1989,9788842401673,"Ragazzi, Romanzo Storico",FALSE,9788835711599,ISBN-13,found-isbn-by-title,
A1367,Edwin A. Abbott,Flatlandia,Rizzoli,2021,9788845906885,"Fantascienza, Classico",FALSE,9788858829356,ISBN-13,found-isbn-by-title,
A1368,Michael Zadoorian,Beautiful Music,Marcos y Marcos,2018,9788871688175,"Narrativa, Romanzo",FALSE,9788871688175,invalid,not-found (No valid ISBN found in title results),
A1369,John Boyne,La sfida,Rizzoli,2009,9788817054426,"Ragazzi, Romanzo",FALSE,9788858651605,ISBN-13,found-isbn-by-title,
A1642,Fëdor Dostoevskij,,Einaudi,2014,9788806217472,"Narrativa, Classico",FALSE,9788806217472,invalid,not-found (No title provided),
A137,Dino Buzzati,Il deserto dei tartari,Mondadori,1974,9788804096925,"Narrativa, Classico",FALSE,9788851414931,ISBN-13,found-isbn-by-title,
A1370,George Orwell,1984,Rizzoli,2021,9788804668239,"Narrativa, Classico, Distopico",FALSE,8804487682,ISBN-10,found-isbn-by-title,
A1689,Philip K. Dick,"Ubik, io sono vivo voi siete morti",Fanucci,1969,9788834741305,"Fantascienza, Classico",FALSE,9788835710004,ISBN-13,found-isbn-by-title,
A1686,Elle Cosimano,Stagioni del caos,Rizzoli,2021,9788817154943,"Fantasy, Young Adult",FALSE,9788831808385,ISBN-13,found-isbn-by-title,
A1371,AA. VV.,Cuori connessi,Il Borgo Bologna,2022,-,"Ragazzi, Attualità, Racconti",FALSE,9791257610210,ISBN-13,found-isbn-by-title,
A1372,Federico Pace,La più bella estate,Einaudi,2022,9788806251292,"Narrativa, Viaggi",TRUE,8893432102,ISBN-10,found-isbn-by-title,
A1372,"Pif, Marco Lillo","Io posso, due donne sole...",Feltrinelli,2021,9788807492970,"Saggistica, Attualità",TRUE,8807897555,ISBN-10,found-isbn-by-title,
A1373,Seanan McGuire,Una porta per ogni cuore,Mondadori,2022,9788804746098,"Fantasy, Young Adult",FALSE,9788835717072,ISBN-13,found-isbn-by-title,
A1658,Rocco Tanica,Non siamo mai stati sulla Terra,Il Saggiatore,2022,9788842831517,"Saggistica, Tecnologia",FALSE,8842832022,ISBN-10,found-isbn-by-title,
A1669,Bianca Pitzorno,La bambina con il falcone,Mondadori,1982,9788842401147,"Ragazzi, Romanzo Storico",FALSE,8862566409,ISBN-10,found-isbn-by-title,
A1374,Robert Louis Stevenson,L'isola del tesoro,Panorama,1991,-,"Narrativa, Avventura, Classico",FALSE,9788834729168,ISBN-13,found-isbn-by-title,
A1661,Molière,Commedie,Mondadori,1960,9788804603384,"Poesia, Teatro, Classico",FALSE,9788860741172,ISBN-13,found-isbn-by-title,
A1375,Erin Doom,Fabbricante di lacrime,Salani,2021,9788893679908,"Narrativa, Rosa, Young Adult",FALSE,9791259570277,ISBN-13,found-isbn-by-title,
A1376,Pier Paolo Pasolini,Ragazzi di vita,Garzanti,1962,9788811683455,"Narrativa, Classico",FALSE,9788811020578,ISBN-13,found-isbn-by-title,
A1671,Dan Brown,Inferno,Mondadori,2013,9788804633800,"Giallo, Thriller",FALSE,9788852057243,ISBN-13,found-isbn-by-title,
A1377,Silvio Pellico,Le mie prigioni,SEI,1955,-,"Biografia, Memorie, Classico",FALSE,,invalid,not-found (No valid ISBN found in title results),
A1690,G. Pietropolli Charmet,L'insostenibile bisogno di ammirazione,Laterza,2018,9788858131373,"Saggistica, Psicologia",FALSE,9788858139042,ISBN-13,found-isbn-by-title,
A1685,Boris Pasternak,Il dottor Zivago,Feltrinelli,1958,9788807883716,"Romanzo Storico, Classico",FALSE,9788807947308,ISBN-13,found-isbn-by-title,
A1378,Marie-Aude Murail,Niente cravatta (Sauveur & figlio),Giunti,2017,9788809835775,"Ragazzi, Psicologia, Famiglia",FALSE,8809909747,ISBN-10,found-isbn-by-title,
A1379,Linda Traversi,La panchina delle cose difficili,Einaudi,2022,9788866567300,"Ragazzi, Amicizia, Inclusione",TRUE,8866567337,ISBN-10,found-isbn-by-title,
A1379,Espérance Hakuzwimana,Tutta intera,Einaudi,2022,9788806251629,"Narrativa, Romanzo",TRUE,9788858440285,ISBN-13,found-isbn-by-title,
A138,"F. Segù, P. Loaldi",Frammenti,UES,2012,9788897813025,"Narrativa, Racconti",TRUE,8869053849,ISBN-10,found-isbn-by-title,
A138,Vivian Lamarque,Poesie 1972-2002,Mondadori,2002,9788804510574,Poesia,TRUE,8804510536,ISBN-10,corrected-isbn-by-title,14 colpi al cuore
A1380,Sahar Mustafah,La tua bellezza,Marcos y Marcos,2020,9788871689943,"Narrativa, Romanzo",FALSE,8886833393,ISBN-10,found-isbn-by-title,
A1381,Giulio Ferroni,Ariosto,Corriere della Sera,2016,-,"Saggistica, Letteratura",FALSE,,invalid,not-found (No valid ISBN found in title results),
A1382,Nicolai Lilin,La guerra e l'odio,Piemme,2023,9788856686158,"Saggistica, Attualità",FALSE,8856687690,ISBN-10,found-isbn-by-title,
A1383,Valerio Massimo Manfredi,Lo scudo di Talos,Mondadori,1988,9788804473771,"Romanzo Storico, Avventura",FALSE,9788835719601,ISBN-13,found-isbn-by-title,
A1384,Robert M. Pirsig,Lo Zen e l'arte della manutenzione...,Adelphi,1981,9788845904645,"Narrativa, Filosofia, Classico",FALSE,9788845970160,ISBN-13,found-isbn-by-title,
A1385,Cesare Pavese,La luna e i falò,Einaudi,2020,9788806245932,"Narrativa, Classico",FALSE,9782390802648,ISBN-13,found-isbn-by-title,
A1386,Randa Ghazy,Sognando Palestina,Fabbri Editori,2002,9788817128639,"Ragazzi, Attualità",FALSE,9788858605417,ISBN-13,found-isbn-by-title,
A1387,Jay Elliot,Steve Jobs. L'uomo che ha inventato...,Hoepli,2015,9788820364969,"Biografia, Memorie",FALSE,9788820350659,ISBN-13,found-isbn-by-title,
A1388,J. K. Rowling,Harry Potter e la pietra filosofale,Salani,1997,9788877827028,"Ragazzi, Fantasy",FALSE,8893817020,ISBN-10,found-isbn-by-title,
A1389,Rita Levi Montalcini,L'asso nella manica a brandelli,Baldini+Castoldi,1998,9788880894291,"Saggistica, Scienze",FALSE,9788868651190,ISBN-13,found-isbn-by-title,
A139,Norman T. Di Giovanni,Novecento,Longanesi,1977,9788830400329,Romanzo Storico,FALSE,9788858845257,ISBN-13,found-isbn-by-title,
A1683,Licia Troisi,Cronache del mondo emerso,Mondadori,2004,9788804532729,"Ragazzi, Fantasy",FALSE,9788852088834,ISBN-13,corrected-isbn-by-title,Le erbe che guariscono. Manuale pratico di fitoterapia
A1390,Umberto Veronesi,Il diritto di morire,Mondadori,2005,9788804548684,"Saggistica, Attualità, Bioetica",FALSE,9788893900836,ISBN-13,found-isbn-by-title,
A1391,"Giordana, Fava, Zapelli",I cento passi,Feltrinelli,2014,9788807883983,"Teatro, Cinema, Attualità",FALSE,9788858517611,ISBN-13,found-isbn-by-title,
A1392,Paolo Repossi,Il rito del filare,Ediciclo,2023,9788865494430,"Saggistica, Natura",FALSE,8865494581,ISBN-10,found-isbn-by-title,
A1393,Jean-Pierre Vernant,C'era una volta Ulisse,Einaudi,2006,9788806179046,"Ragazzi, Mitologia, Classico",FALSE,8806180630,ISBN-10,found-isbn-by-title,
A1394,AA. VV.,Parole ostili,Laterza,2018,9788858130833,"Ragazzi, Attualità",FALSE,8858131878,ISBN-10,found-isbn-by-title,
A1395,Marco Malvaldi,Oscura e celeste,Giunti,2023,9788809902644,"Giallo, Thriller, Romanzo Storico",FALSE,9788809918405,ISBN-13,found-isbn-by-title,
A1396,Andrea Camilleri,Il boccone del povero,La Repubblica,2021,-,"Giallo, Thriller",FALSE,,invalid,not-found (No valid ISBN found in title results),
A1397,Andrea Camilleri,Il duello è contagioso,La Repubblica,2021,-,"Giallo, Thriller",FALSE,9788825414059,ISBN-13,found-isbn-by-title,
A1398,Stephen King,Carrie,Corriere della Sera,1994,9788845245847,"Horror, Thriller",FALSE,9791221706277,ISBN-13,found-isbn-by-title,
A1399,Tom Clancy,La grande fuga dell'Ottobre Rosso,Corriere della Sera,1997,9788817114250,"Giallo, Thriller",FALSE,8817672750,ISBN-10,found-isbn-by-title,
A1655,Viviana Mazza,Il bambino Nelson Mandela,Mondadori,2014,9788804637745,"Ragazzi, Biografia, Memorie",FALSE,9788852058332,ISBN-13,found-isbn-by-title,ISBN not found in the database
A140,G. C. Giacobbe,Come diventare un Buddha...,Ponte alle grazie,2005,9788879287555,"Saggistica, Psicologia, Umorismo",FALSE,9788862207751,ISBN-13,corrected-isbn-by-title,Alternative (2005)
A1400,Emilio Salgari,Sandokan alla riscossa,Rizzoli,2011,9788817047916,"Ragazzi, Avventura, Classico",FALSE,152066799X,ISBN-10,found-isbn-by-title,
A1401,Elena Ferrante,Storia del nuovo cognome,Edizioni E/O,-,9788866320325,"Narrativa, Romanzo",FALSE,8866321818,ISBN-10,found-isbn-by-title,
A1402,Isabel Allende,Paula,Feltrinelli,1994,9788807813638,"Narrativa, Biografia, Memorie",FALSE,8807814498,ISBN-10,found-isbn-by-title,
A1403,Andrea Franzoso,Ero un bullo. La vera storia di...,De Agostini,2022,9788851198533,"Ragazzi, Biografia, Attualità",FALSE,9788851199463,ISBN-13,found-isbn-by-title,
A1404,William Golding,Il Signore delle Mosche,Mondadori,2017,9788804675718,"Narrativa, Classico, Distopico",FALSE,9782808690096,ISBN-13,found-isbn-by-title,
A1405,Martha Grimes,Shakespeare in nero,Mondadori,1984,9788804247544,"Giallo, Thriller",FALSE,9788873399438,ISBN-13,found-isbn-by-title,
A1406,Jules Verne,Ventimila leghe sotto i mari,Rizzoli,2016,9788817086618,"Ragazzi, Avventura, Classico",FALSE,9788841869567,ISBN-13,found-isbn-by-title,
A1407,Kazuo Ishiguro,Non lasciarmi,Einaudi,2016,9788806229567,"Narrativa, Fantascienza, Distopico",FALSE,9788892890725,ISBN-13,found-isbn-by-title,
A1408,"P. Vineis, L. Savarino",La salute del mondo,Feltrinelli,2021,9788807173893,"Saggistica, Attualità, Ecologia",FALSE,9788858842072,ISBN-13,found-isbn-by-title,
A1409,Roberto Cingolani,L'altra specie,Il Mulino,2019,9788815283620,"Saggistica, Tecnologia",FALSE,8815283641,ISBN-10,found-isbn-by-title,
A141,Nicolas Barreau,Con te fino alla fine del mondo,Feltrinelli,2008,9788807880575,"Narrativa, Rosa",TRUE,9788858807972,ISBN-13,corrected-isbn-by-title,Quando eravamo giovani. Poesie. Testo inglese a fronte
A141,Victor Hugo,Notre-Dame de Paris,Einaudi,1972,9788806033873,"Narrativa, Classico, Romanzo Storico",TRUE,1094860069,ISBN-10,found-isbn-by-title,ISBN not found in the database
A1410,Jean-Paul Sartre,Nausea,Penguin Books,1965,9780141185494,"Narrativa, Classico, Filosofia",FALSE,882860185X,ISBN-10,found-isbn-by-title,
A1411,Paolo Occhipinti,D'amore e di guerra,Cairo,2012,9788860524453,"Romanzo Storico, Rosa",FALSE,9791220306409,ISBN-13,found-isbn-by-title,
A1412,Andrew Norriss,Da quando ho incontrato Jessica,Il Castoro,2016,9788869660602,"Ragazzi, Narrativa",FALSE,9791255331322,ISBN-13,found-isbn-by-title,
A1413,Pietro Grasso,Paolo Borsellino parla ai ragazzi,Feltrinelli,2021,9788807895085,"Ragazzi, Attualità",FALSE,9788858840757,ISBN-13,found-isbn-by-title,
A1414,Sebastiano Maffettone,Il quarto shock,Luiss University Press,2020,9788861055741,"Saggistica, Attualità",FALSE,8861055451,ISBN-10,found-isbn-by-title,
A1415,Michele Ainis,Il regno dell'Uroboro,La nave di Teseo,2018,9788893444650,"Saggistica, Sociologia",FALSE,9788893447355,ISBN-13,found-isbn-by-title,
A1416,Anna Lavatelli,Erano tutti figli miei,Notes Edizioni,2019,9788897007783,"Ragazzi, Romanzo Storico",FALSE,8897007872,ISBN-10,found-isbn-by-title,
A1417,Charles M. Schulz,Tutto Peanuts anni 1950-1951,Hachette,2022,9788869136190,"Fumetti, Graphic Novel",FALSE,8860730120,ISBN-10,found-isbn-by-title,
A1418,Oscar Wilde,The importance of being Earnest,Lucarini,1986,9788870331294,"Teatro, Classico",FALSE,0435233033,ISBN-10,found-isbn-by-title,
A1419,Jostein Gaarder,Il mondo di Sofia,Euroclub,1997,9788850208226,"Narrativa, Filosofia, Ragazzi",FALSE,9788830428539,ISBN-13,found-isbn-by-title,
A1665,Kader Abdolah,La casa della moschea,Iperborea,2011,9788870911663,"Narrativa, Romanzo",FALSE,9788870911633,ISBN-13,found-isbn-by-title,
A142,Mark Haddon,Boom!,Einaudi,2009,9788806199340,"Ragazzi, Narrativa",FALSE,9788806207878,ISBN-13,corrected-isbn-by-title,Sarti Antonio
A1420,George R.R. Martin,Il Trono di Spade - Il grande inverno,Mondadori,2016,9788804664873,"Fantasy, Epico, Avventura ",FALSE,9788852044434,ISBN-13,found-isbn-by-title,
A1421,Joe Dever,Ombre sulla sabbia (Lupo Solitario),Edizioni EL,2000,9788847705882,"Ragazzi, Fantasy, Librogame",FALSE,8890498080,ISBN-10,found-isbn-by-title,
A1422,Marie-Aude Murail,Lupa bianca lupo nero,Giunti,2019,9788809877478,"Ragazzi, Narrativa",FALSE,8809850645,ISBN-10,found-isbn-by-title,
A1423,Claudio Moretti,Storie di grandi campioni,Newton Compton,2019,9788822735743,"Ragazzi, Sport, Biografia",FALSE,882273369X,ISBN-10,found-isbn-by-title,
A1424,Mattia Bertoldi,Il coraggio di Lilly,Tre60,2022,9788867027117,"Romanzo Storico, Biografia",FALSE,9788867027460,ISBN-13,found-isbn-by-title,
A1425,Fabio Geda,L'estate alla fine del secolo,Baldini+Castoldi,2011,9788866200689,"Narrativa, Romanzo",FALSE,9788868653453,ISBN-13,found-isbn-by-title,
A1426,Valerio Massimo Manfredi,Il mio nome è nessuno - Il giuramento,Mondadori,2017,9788804677705,"Romanzo Storico, Mitologia",FALSE,8804725931,ISBN-10,found-isbn-by-title,
A1427,Harper Lee,Il buio oltre la siepe,Feltrinelli,2013,9788807881552,"Narrativa, Classico",FALSE,9788858837641,ISBN-13,found-isbn-by-title,
A1428,Primo Levi,I sommersi e i salvati,Einaudi,2019,9788828608621,"Saggistica, Memorie, Storia",FALSE,8868761092,ISBN-10,found-isbn-by-title,
A1429,Fred Uhlman,L'amico ritrovato,Feltrinelli,2013,9788807880708,"Romanzo Storico, Classico",FALSE,9788858847008,ISBN-13,found-isbn-by-title,
A1673,John Grisham,Il broker,Mondadori,2005,9788804537351,"Giallo, Thriller",FALSE,9781291900231,ISBN-13,found-isbn-by-title,
A143,Cinzia Montagna,Chi ha paura di Caterina?,Primula,2016,9788894101157,Romanzo Storico,FALSE,8898583745,ISBN-10,found-isbn-by-title,ISBN not found in the database
A1430,Cesare Pavese,La casa in collina,Einaudi,2020,9788806245925,"Narrativa, Classico, Romanzo Storico",FALSE,9788822753366,ISBN-13,found-isbn-by-title,
A1431,Francesco D'Adamo,Storia di Iqbal,Edizioni EL,2001,9788847708012,"Ragazzi, Attualità",FALSE,8847734703,ISBN-10,found-isbn-by-title,
A1432,Voltaire,Candido o l'ottimismo,Feltrinelli,2019,9788807903339,"Narrativa, Classico, Filosofia",FALSE,9788807903339,invalid,not-found (No valid ISBN found in title results),
A1433,Giovanni Verga,Storia di una capinera,Rizzoli,2010,9788817028908,"Narrativa, Classico",FALSE,9791041844128,ISBN-13,found-isbn-by-title,
A1434,Emilio Lussu,Un anno sull'altopiano,Einaudi,2000,9788806219162,"Romanzo Storico, Classico, Memorie",FALSE,8876910883,ISBN-10,found-isbn-by-title,
A1435,Jack London,Il richiamo della foresta,Biancoenero,2017,9788899010415,"Audiolibro, Avventura, Classico",FALSE,9788809996137,ISBN-13,found-isbn-by-title,
A1436,Primo Levi,I sommersi e i salvati,Emons,-,9788869863898,"Audiolibro, Saggistica, Storia",FALSE,8868761092,ISBN-10,found-isbn-by-title,
A1437,Jostein Gaarder,Il mondo di Sofia,Longanesi,2009,9788830424524,"Audiolibro, Filosofia, Ragazzi",FALSE,9788830428539,ISBN-13,corrected-isbn-by-title,La piuma del diavolo
